Accoster les passants
Accrocher un cadre
Adouber
Aiguiser une épée
Ajouter un timbre à sa collection
Aller sur un carousel
Allumer un cierge
Allumer une cigarette
Allumer une torche
Amputer
Arroser de champage
Arroser des plantes
Asperger d’eau
Assembler une armoire
Baptiser
Baricader une porte
Benir des osties
Boire
Boire une bière
Boire une coupe de champagne
Cambrioler une maison
Célébrer sa victoire
Changer un bébé
Changer une roue
Chanter
Chasser du gibier
Chasser les papillons
Chercher des traces à la loupe
Chercher sa direction
Chercher ses clés
Cirer des chaussures
Coller un timbre
Composer un numéro de téléphone
Compter l’argent de la caisse
Conduire
Construire un mur
Construire une cabane
Couper des barbelés
Couper des légumes
Couper des légumes
Courir
Creuser la neige
Creuser une tombe
Crucifier quelqu’un
Cueillir des fruits
Cueillir une pomme
Danser
déboucher une bouteille de vin
Décapiter une poule
Décapsuler une bière
Désamorcer une bombe
Désinfecter
Deviner l’intérieur d’un cadeau
Distribuer des cartes
Donner des claques
Donner du pain aux oiseaux
Dormir
Eclairer avec une lampe de poche
Ecoper un bateau
Ecouter à la porte
Ecouter l’hymne national
Ecrire un mail
Emballer un cadeau
Empoisonner un plat
Enfiler un gilet de sauvetage
Enfiler une armure
Enfiler une robe
Enfoncer une porte
Enlever des menottes
Enterrer quelqu’un
Epingler une médaille
Éplucher des patates
Etaler de la pâte
Être malade en bateau
Exorciser
Explorer une grotte
Faire claquer un fouet
Faire de la balançoire
Faire de la boxe
Faire de la corde à sauter
Faire de la moto
Faire de la trottinette
Faire de sigaux en morse
Faire du cerf-volant
Faire du feu
Faire du pain
Faire du patin à glace
Faire du porte-porte
Faire du ski
Faire du surf
Faire du toboggan
Faire du yoga
Faire griller des tartines
Faire la manche
Faire la vaisselle
Faire le plein
Faire sortir un lapin d’un chapeau
Faire un barbecue
Faire un bonhomme de neige
Faire un braquage
Faire un château de sable
Faire un duel
Faire un feu d’artifice
Faire un gateau
Faire un karaoké
Faire un strip-tease
Faire une course de haies
Faire une fouille corporelle
Faire une piqure
Faire une ronde
Ferrer un cheval
Frapper avec une batte de base-ball
Frapper/Sonner à la porte
Fuguer
Fumer la chicha
Fumer une cigarette
Goûter du poison
Grimper à la corde
Grimper en cordée
Grimper sur une échelle de corde
Invoquer une créature
Jeter quelque chose à la poubelle
Jongler
Jouer à la marelle
Jouer au base-ball
Jouer au bowling
Jouer au curling
Jouer au golf
Jouer avec un yoyo
Jouer de l’orgue
Labourer
Lancer des couteaux
Laver la vaisselle
Laver une voiture
Ligoter avec une corde
Limer des barreaux
Lire
Lire dans les lignes de la main
Lire dans une boule de cristal
Lire du braille
Lire un plan
Lustrer une armure
Mâcher un chewing-gum
Manger un cornet de frites
Manger une glace
Manger une pomme
Marcher dans une crotte de chien
Marcher sur des braises
Massage cardiaque
Méditer
Menotter
Mettre de la crème solaire
Mettre en joue
Mettre feu à un bûcher
Mettre un plat au four
Monter à cheval
Monter à l’échelle
Monter une tente
Mordre
Mourir empoisoné
Nager
Naviguer sur un bateau
Nettoyer des tables
Nettoyer une arme
Nettoyer une vitre
Nouer une cravatte
Observer les étoiles
Ouvrir un cadeau
Ouvrir une porte
Patrouiller
Payer par carte
Pecher
Peindre
Peindre un tableau
Peindre une porte
Pendre quelqu’un
Percer des boutons
Photographier
Piloter un avion
Pisser
Placarder des avis de recherche
Planter des légumes
Planter un arbre
Porter une caisse
Prendre l’ascenseur
Prendre un bain
Prendre un café
Préparer à manger
Préparer des frites
Préparer des pâtes
Préparer un souper au chandelles
Préparer une glace
Presser une orange
Prier
Promener son chien
Puiser de l’eau
Ramasser les poubelles
Ramer dans une galère
Ramoner une cheminée
Réaliser une potion
Réanimer
Recharger un fusil
Refaire son lit
Regarder au périscope
Regarder l’heure
Regarder la télévision
Remplir le coffre d’une voiture
Remplir son sac à dos
Remplir une valise
Rentrer dans une tente
Réparer une montre
Repasser du linge
Respirer dans un masque à oxygène
Rire
Rouler à vélo
S’assurer avec une corde
S’éclairer avec une torche
S’évader
S’habiller
S’observer dans le miroir
Sacrifier un animal
Saluer
Scanner des courses
Scier
Sculpter une statue
Se battre à l’épée
Se brosse les dents
Se coiffer
Se coucher
Se dissimuler
Se laver
Se laver les mains
Se maquiller
Se protéger de la pluie
Se raser
Se recueillir auprès d’un mort
Se réparer
Se sacrifier
Se transformer en homme
Se transformer en loup
Se vernir les ongles
Seller un cheval
Servir une bière
Sonner des cloches
Sonner du cor
Sortir les poubelles
Souffler des bougies d’anniversaire
Soulever des haltères
Suivre des traces
Taper à l’ordinateur
Taper un code
Tatouer
Tester un micro
Tirer à l’arc
Tirer au sort
Tirer avec une arme à feu
Tondre la pelouse
Torturer
Tracer un plan
Traire une vache
Trébucher
Tricoter
Trinquer
Tuer une araignée avec une bombe insecticide
Voler sur un balai
Voter
